Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Ambos sexos	Total Nacional	Menores de 25 años	2019T1	22,88
Ambos sexos	Total Nacional	Menores de 25 años	2018T4	24,26
Ambos sexos	Total Nacional	Menores de 25 años	2018T3	26,27
Ambos sexos	Total Nacional	Menores de 25 años	2018T2	24,19
Ambos sexos	Total Nacional	Menores de 25 años	2018T1	22,29
Ambos sexos	Total Nacional	Menores de 25 años	2017T4	23,11
Ambos sexos	Total Nacional	Menores de 25 años	2017T3	25,64
Ambos sexos	Total Nacional	Menores de 25 años	2017T2	22,25
Ambos sexos	Total Nacional	Menores de 25 años	2017T1	20,69
Ambos sexos	Total Nacional	Menores de 25 años	2016T4	20,42
Ambos sexos	Total Nacional	Menores de 25 años	2016T3	22,43
Ambos sexos	Total Nacional	Menores de 25 años	2016T2	19,96
Ambos sexos	Total Nacional	Menores de 25 años	2016T1	19,30
Ambos sexos	Total Nacional	Menores de 25 años	2015T4	19,99
Ambos sexos	Total Nacional	Menores de 25 años	2015T3	21,96
Ambos sexos	Total Nacional	Menores de 25 años	2015T2	19,74
Ambos sexos	Total Nacional	Menores de 25 años	2015T1	18,44
Ambos sexos	Total Nacional	Menores de 25 años	2014T4	18,81
Ambos sexos	Total Nacional	Menores de 25 años	2014T3	19,55
Ambos sexos	Total Nacional	Menores de 25 años	2014T2	18,33
Ambos sexos	Total Nacional	Menores de 25 años	2014T1	17,44
Ambos sexos	Total Nacional	Menores de 25 años	2013T4	18,29
Ambos sexos	Total Nacional	Menores de 25 años	2013T3	19,89
Ambos sexos	Total Nacional	Menores de 25 años	2013T2	18,20
Ambos sexos	Total Nacional	Menores de 25 años	2013T1	17,89
Ambos sexos	Total Nacional	Menores de 25 años	2012T4	18,65
Ambos sexos	Total Nacional	Menores de 25 años	2012T3	21,58
Ambos sexos	Total Nacional	Menores de 25 años	2012T2	20,29
Ambos sexos	Total Nacional	Menores de 25 años	2012T1	20,47
Ambos sexos	Total Nacional	Menores de 25 años	2011T4	22,37
Ambos sexos	Total Nacional	Menores de 25 años	2011T3	25,70
Ambos sexos	Total Nacional	Menores de 25 años	2011T2	24,39
Ambos sexos	Total Nacional	Menores de 25 años	2011T1	24,27
Ambos sexos	Total Nacional	Menores de 25 años	2010T4	25,96
Ambos sexos	Total Nacional	Menores de 25 años	2010T3	28,85
Ambos sexos	Total Nacional	Menores de 25 años	2010T2	27,45
Ambos sexos	Total Nacional	Menores de 25 años	2010T1	27,44
Ambos sexos	Total Nacional	Menores de 25 años	2009T4	28,79
Ambos sexos	Total Nacional	Menores de 25 años	2009T3	31,42
Ambos sexos	Total Nacional	Menores de 25 años	2009T2	30,76
Ambos sexos	Total Nacional	Menores de 25 años	2009T1	32,20
Ambos sexos	Total Nacional	Menores de 25 años	2008T4	36,59
Ambos sexos	Total Nacional	Menores de 25 años	2008T3	41,83
Ambos sexos	Total Nacional	Menores de 25 años	2008T2	39,87
Ambos sexos	Total Nacional	Menores de 25 años	2008T1	40,16
Ambos sexos	Total Nacional	Menores de 25 años	2007T4	41,90
Ambos sexos	Total Nacional	Menores de 25 años	2007T3	45,38
Ambos sexos	Total Nacional	Menores de 25 años	2007T2	42,88
Ambos sexos	Total Nacional	Menores de 25 años	2007T1	41,86
Ambos sexos	Total Nacional	Menores de 25 años	2006T4	42,82
Ambos sexos	Total Nacional	Menores de 25 años	2006T3	45,44
Ambos sexos	Total Nacional	Menores de 25 años	2006T2	43,08
Ambos sexos	Total Nacional	Menores de 25 años	2006T1	41,77
Ambos sexos	Total Nacional	Menores de 25 años	2005T4	42,20
Ambos sexos	Total Nacional	Menores de 25 años	2005T3	44,70
Ambos sexos	Total Nacional	Menores de 25 años	2005T2	41,69
Ambos sexos	Total Nacional	Menores de 25 años	2005T1	39,86
Ambos sexos	Total Nacional	Menores de 25 años	2004T4	38,64
Ambos sexos	Total Nacional	Menores de 25 años	2004T3	40,15
Ambos sexos	Total Nacional	Menores de 25 años	2004T2	37,98
Ambos sexos	Total Nacional	Menores de 25 años	2004T1	37,43
Ambos sexos	Total Nacional	Menores de 25 años	2003T4	37,59
Ambos sexos	Total Nacional	Menores de 25 años	2003T3	39,37
Ambos sexos	Total Nacional	Menores de 25 años	2003T2	37,64
Ambos sexos	Total Nacional	Menores de 25 años	2003T1	36,50
Ambos sexos	Total Nacional	Menores de 25 años	2002T4	36,90
Ambos sexos	Total Nacional	Menores de 25 años	2002T3	38,57
Ambos sexos	Total Nacional	Menores de 25 años	2002T2	37,26
Ambos sexos	Total Nacional	Menores de 25 años	2002T1	36,85
Ambos sexos	Total Nacional	25 y más años	2021T4	54,20
Ambos sexos	Total Nacional	25 y más años	2021T3	53,45
Ambos sexos	Total Nacional	25 y más años	2021T2	53,00
Ambos sexos	Total Nacional	25 y más años	2021T1	51,98
Ambos sexos	Total Nacional	25 y más años	2020T4	52,33
Ambos sexos	Total Nacional	25 y más años	2020T3	51,72
Ambos sexos	Total Nacional	25 y más años	2020T2	50,52
Ambos sexos	Total Nacional	25 y más años	2020T1	53,00
Ambos sexos	Total Nacional	25 y más años	2019T4	53,72
Ambos sexos	Total Nacional	25 y más años	2019T3	53,35
Ambos sexos	Total Nacional	25 y más años	2019T2	53,59
Ambos sexos	Total Nacional	25 y más años	2019T1	52,96
Ambos sexos	Total Nacional	25 y más años	2018T4	53,19
Ambos sexos	Total Nacional	25 y más años	2018T3	52,99
Ambos sexos	Total Nacional	25 y más años	2018T2	52,81
Ambos sexos	Total Nacional	25 y más años	2018T1	51,75
Ambos sexos	Total Nacional	25 y más años	2017T4	52,09
Ambos sexos	Total Nacional	25 y más años	2017T3	52,01
Ambos sexos	Total Nacional	25 y más años	2017T2	51,77
Ambos sexos	Total Nacional	25 y más años	2017T1	50,89
Ambos sexos	Total Nacional	25 y más años	2016T4	51,15
Ambos sexos	Total Nacional	25 y más años	2016T3	51,03
Ambos sexos	Total Nacional	25 y más años	2016T2	50,72
Ambos sexos	Total Nacional	25 y más años	2016T1	50,03
Ambos sexos	Total Nacional	25 y más años	2015T4	50,14
Ambos sexos	Total Nacional	25 y más años	2015T3	49,79
Ambos sexos	Total Nacional	25 y más años	2015T2	49,51
Ambos sexos	Total Nacional	25 y más años	2015T1	48,45
Ambos sexos	Total Nacional	25 y más años	2014T4	48,73
Ambos sexos	Total Nacional	25 y más años	2014T3	48,47
Ambos sexos	Total Nacional	25 y más años	2014T2	48,17
Ambos sexos	Total Nacional	25 y más años	2014T1	47,18
Ambos sexos	Total Nacional	25 y más años	2013T4	47,55
Ambos sexos	Total Nacional	25 y más años	2013T3	47,58
Ambos sexos	Total Nacional	25 y más años	2013T2	47,49
Ambos sexos	Total Nacional	25 y más años	2013T1	47,10
Ambos sexos	Total Nacional	25 y más años	2012T4	47,85
Ambos sexos	Total Nacional	25 y más años	2012T3	48,44
Ambos sexos	Total Nacional	25 y más años	2012T2	48,85
Ambos sexos	Total Nacional	25 y más años	2012T1	48,82
Ambos sexos	Total Nacional	25 y más años	2011T4	49,69
Ambos sexos	Total Nacional	25 y más años	2011T3	50,29
Ambos sexos	Total Nacional	25 y más años	2011T2	50,91
Ambos sexos	Total Nacional	25 y más años	2011T1	50,40
Ambos sexos	Total Nacional	25 y más años	2010T4	50,94
Ambos sexos	Total Nacional	25 y más años	2010T3	51,06
Ambos sexos	Total Nacional	25 y más años	2010T2	51,10
Ambos sexos	Total Nacional	25 y más años	2010T1	50,86
Ambos sexos	Total Nacional	25 y más años	2009T4	51,42
Ambos sexos	Total Nacional	25 y más años	2009T3	51,77
Ambos sexos	Total Nacional	25 y más años	2009T2	52,10
Ambos sexos	Total Nacional	25 y más años	2009T1	52,37
Ambos sexos	Total Nacional	25 y más años	2008T4	54,13
Ambos sexos	Total Nacional	25 y más años	2008T3	55,06
Ambos sexos	Total Nacional	25 y más años	2008T2	55,78
Ambos sexos	Total Nacional	25 y más años	2008T1	55,86
Ambos sexos	Total Nacional	25 y más años	2007T4	56,12
Ambos sexos	Total Nacional	25 y más años	2007T3	56,05
Ambos sexos	Total Nacional	25 y más años	2007T2	56,18
Ambos sexos	Total Nacional	25 y más años	2007T1	55,67
Ambos sexos	Total Nacional	25 y más años	2006T4	55,62
Ambos sexos	Total Nacional	25 y más años	2006T3	55,23
Ambos sexos	Total Nacional	25 y más años	2006T2	55,23
Ambos sexos	Total Nacional	25 y más años	2006T1	54,69
Ambos sexos	Total Nacional	25 y más años	2005T4	54,63
Ambos sexos	Total Nacional	25 y más años	2005T3	54,24
Ambos sexos	Total Nacional	25 y más años	2005T2	54,11
Ambos sexos	Total Nacional	25 y más años	2005T1	53,34
Ambos sexos	Total Nacional	25 y más años	2004T4	53,04
Ambos sexos	Total Nacional	25 y más años	2004T3	52,49
Ambos sexos	Total Nacional	25 y más años	2004T2	52,23
Ambos sexos	Total Nacional	25 y más años	2004T1	51,75
Ambos sexos	Total Nacional	25 y más años	2003T4	51,85
Ambos sexos	Total Nacional	25 y más años	2003T3	51,52
Ambos sexos	Total Nacional	25 y más años	2003T2	51,33
Ambos sexos	Total Nacional	25 y más años	2003T1	50,70
Ambos sexos	Total Nacional	25 y más años	2002T4	50,57
Ambos sexos	Total Nacional	25 y más años	2002T3	50,35
Ambos sexos	Total Nacional	25 y más años	2002T2	50,35
Ambos sexos	Total Nacional	25 y más años	2002T1	49,76
Ambos sexos	Total Nacional	De 16 a 19 años	2021T4	6,29
Ambos sexos	Total Nacional	De 16 a 19 años	2021T3	9,44
Ambos sexos	Total Nacional	De 16 a 19 años	2021T2	6,03
Ambos sexos	Total Nacional	De 16 a 19 años	2021T1	4,20
Ambos sexos	Total Nacional	De 16 a 19 años	2020T4	4,50
Ambos sexos	Total Nacional	De 16 a 19 años	2020T3	6,15
Ambos sexos	Total Nacional	De 16 a 19 años	2020T2	4,71
Ambos sexos	Total Nacional	De 16 a 19 años	2020T1	6,81
Ambos sexos	Total Nacional	De 16 a 19 años	2019T4	7,73
Ambos sexos	Total Nacional	De 16 a 19 años	2019T3	9,49
Ambos sexos	Total Nacional	De 16 a 19 años	2019T2	8,01
Ambos sexos	Total Nacional	De 16 a 19 años	2019T1	6,85
Ambos sexos	Total Nacional	De 16 a 19 años	2018T4	7,39
Ambos sexos	Total Nacional	De 16 a 19 años	2018T3	9,05
Ambos sexos	Total Nacional	De 16 a 19 años	2018T2	7,21
Ambos sexos	Total Nacional	De 16 a 19 años	2018T1	5,75
Ambos sexos	Total Nacional	De 16 a 19 años	2017T4	6,61
Ambos sexos	Total Nacional	De 16 a 19 años	2017T3	8,29
Ambos sexos	Total Nacional	De 16 a 19 años	2017T2	6,25
Ambos sexos	Total Nacional	De 16 a 19 años	2017T1	5,35
Ambos sexos	Total Nacional	De 16 a 19 años	2016T4	5,51
Ambos sexos	Total Nacional	De 16 a 19 años	2016T3	6,93
Ambos sexos	Total Nacional	De 16 a 19 años	2016T2	4,87
Ambos sexos	Total Nacional	De 16 a 19 años	2016T1	4,63
Ambos sexos	Total Nacional	De 16 a 19 años	2015T4	4,61
Ambos sexos	Total Nacional	De 16 a 19 años	2015T3	6,15
Ambos sexos	Total Nacional	De 16 a 19 años	2015T2	4,56
Ambos sexos	Total Nacional	De 16 a 19 años	2015T1	4,18
Ambos sexos	Total Nacional	De 16 a 19 años	2014T4	4,78
Ambos sexos	Total Nacional	De 16 a 19 años	2014T3	5,36
Ambos sexos	Total Nacional	De 16 a 19 años	2014T2	4,21
Ambos sexos	Total Nacional	De 16 a 19 años	2014T1	4,22
Ambos sexos	Total Nacional	De 16 a 19 años	2013T4	3,80
Ambos sexos	Total Nacional	De 16 a 19 años	2013T3	5,23
Ambos sexos	Total Nacional	De 16 a 19 años	2013T2	4,39
Ambos sexos	Total Nacional	De 16 a 19 años	2013T1	3,85
Ambos sexos	Total Nacional	De 16 a 19 años	2012T4	3,95
Ambos sexos	Total Nacional	De 16 a 19 años	2012T3	5,42
Ambos sexos	Total Nacional	De 16 a 19 años	2012T2	4,92
Ambos sexos	Total Nacional	De 16 a 19 años	2012T1	4,85
Ambos sexos	Total Nacional	De 16 a 19 años	2011T4	5,22
Ambos sexos	Total Nacional	De 16 a 19 años	2011T3	8,76
Ambos sexos	Total Nacional	De 16 a 19 años	2011T2	7,38
Ambos sexos	Total Nacional	De 16 a 19 años	2011T1	6,40
Ambos sexos	Total Nacional	De 16 a 19 años	2010T4	6,93
Ambos sexos	Total Nacional	De 16 a 19 años	2010T3	9,04
Ambos sexos	Total Nacional	De 16 a 19 años	2010T2	8,66
Ambos sexos	Total Nacional	De 16 a 19 años	2010T1	8,68
Ambos sexos	Total Nacional	De 16 a 19 años	2009T4	8,88
Ambos sexos	Total Nacional	De 16 a 19 años	2009T3	12,37
Ambos sexos	Total Nacional	De 16 a 19 años	2009T2	11,22
Ambos sexos	Total Nacional	De 16 a 19 años	2009T1	11,74
Ambos sexos	Total Nacional	De 16 a 19 años	2008T4	14,47
Ambos sexos	Total Nacional	De 16 a 19 años	2008T3	19,92
Ambos sexos	Total Nacional	De 16 a 19 años	2008T2	17,34
Ambos sexos	Total Nacional	De 16 a 19 años	2008T1	18,87
Ambos sexos	Total Nacional	De 16 a 19 años	2007T4	19,48
Ambos sexos	Total Nacional	De 16 a 19 años	2007T3	24,22
Ambos sexos	Total Nacional	De 16 a 19 años	2007T2	21,57
Ambos sexos	Total Nacional	De 16 a 19 años	2007T1	19,94
Ambos sexos	Total Nacional	De 16 a 19 años	2006T4	19,58
Ambos sexos	Total Nacional	De 16 a 19 años	2006T3	24,35
Ambos sexos	Total Nacional	De 16 a 19 años	2006T2	20,16
Ambos sexos	Total Nacional	De 16 a 19 años	2006T1	18,99
Ambos sexos	Total Nacional	De 16 a 19 años	2005T4	20,08
Ambos sexos	Total Nacional	De 16 a 19 años	2005T3	23,23
Ambos sexos	Total Nacional	De 16 a 19 años	2005T2	20,31
Ambos sexos	Total Nacional	De 16 a 19 años	2005T1	18,56
Ambos sexos	Total Nacional	De 16 a 19 años	2004T4	18,03
Ambos sexos	Total Nacional	De 16 a 19 años	2004T3	19,75
Ambos sexos	Total Nacional	De 16 a 19 años	2004T2	16,74
Ambos sexos	Total Nacional	De 16 a 19 años	2004T1	16,34
Ambos sexos	Total Nacional	De 16 a 19 años	2003T4	17,11
Ambos sexos	Total Nacional	De 16 a 19 años	2003T3	18,69
Ambos sexos	Total Nacional	De 16 a 19 años	2003T2	16,84
Ambos sexos	Total Nacional	De 16 a 19 años	2003T1	16,09
Ambos sexos	Total Nacional	De 16 a 19 años	2002T4	17,34
Ambos sexos	Total Nacional	De 16 a 19 años	2002T3	19,12
Ambos sexos	Total Nacional	De 16 a 19 años	2002T2	17,49
Ambos sexos	Total Nacional	De 16 a 19 años	2002T1	18,18
Ambos sexos	Total Nacional	De 20 a 24 años	2021T4	37,50
Ambos sexos	Total Nacional	De 20 a 24 años	2021T3	40,84
Ambos sexos	Total Nacional	De 20 a 24 años	2021T2	35,34
Ambos sexos	Total Nacional	De 20 a 24 años	2021T1	32,04
Ambos sexos	Total Nacional	De 20 a 24 años	2020T4	32,33
Ambos sexos	Total Nacional	De 20 a 24 años	2020T3	33,75
Ambos sexos	Total Nacional	De 20 a 24 años	2020T2	29,18
Ambos sexos	Total Nacional	De 20 a 24 años	2020T1	36,60
Ambos sexos	Total Nacional	De 20 a 24 años	2019T4	39,04
Ambos sexos	Total Nacional	De 20 a 24 años	2019T3	41,33
Ambos sexos	Total Nacional	De 20 a 24 años	2019T2	38,02
Ambos sexos	Total Nacional	De 20 a 24 años	2019T1	35,94
Ambos sexos	Total Nacional	De 20 a 24 años	2018T4	37,97
Ambos sexos	Total Nacional	De 20 a 24 años	2018T3	40,20
Ambos sexos	Total Nacional	De 20 a 24 años	2018T2	37,87
Ambos sexos	Total Nacional	De 20 a 24 años	2018T1	35,59
Ambos sexos	Total Nacional	De 20 a 24 años	2017T4	36,32
Ambos sexos	Total Nacional	De 20 a 24 años	2017T3	39,48
Ambos sexos	Total Nacional	De 20 a 24 años	2017T2	34,95
Ambos sexos	Total Nacional	De 20 a 24 años	2017T1	32,79
Ambos sexos	Total Nacional	De 20 a 24 años	2016T4	32,09
Ambos sexos	Total Nacional	De 20 a 24 años	2016T3	34,49
Ambos sexos	Total Nacional	De 20 a 24 años	2016T2	31,62
Ambos sexos	Total Nacional	De 20 a 24 años	2016T1	30,55
Ambos sexos	Total Nacional	De 20 a 24 años	2015T4	31,70
Ambos sexos	Total Nacional	De 20 a 24 años	2015T3	33,88
Ambos sexos	Total Nacional	De 20 a 24 años	2015T2	31,11
Ambos sexos	Total Nacional	De 20 a 24 años	2015T1	29,05
Ambos sexos	Total Nacional	De 20 a 24 años	2014T4	29,19
Ambos sexos	Total Nacional	De 20 a 24 años	2014T3	29,99
Ambos sexos	Total Nacional	De 20 a 24 años	2014T2	28,65
Ambos sexos	Total Nacional	De 20 a 24 años	2014T1	27,07
Ambos sexos	Total Nacional	De 20 a 24 años	2013T4	28,78
Ambos sexos	Total Nacional	De 20 a 24 años	2013T3	30,47
Ambos sexos	Total Nacional	De 20 a 24 años	2013T2	28,13
Ambos sexos	Total Nacional	De 20 a 24 años	2013T1	27,93
Ambos sexos	Total Nacional	De 20 a 24 años	2012T4	29,16
Ambos sexos	Total Nacional	De 20 a 24 años	2012T3	33,13
Ambos sexos	Total Nacional	De 20 a 24 años	2012T2	31,27
Ambos sexos	Total Nacional	De 20 a 24 años	2012T1	31,61
Ambos sexos	Total Nacional	De 20 a 24 años	2011T4	34,59
Ambos sexos	Total Nacional	De 20 a 24 años	2011T3	37,76
Ambos sexos	Total Nacional	De 20 a 24 años	2011T2	36,45
Ambos sexos	Total Nacional	De 20 a 24 años	2011T1	36,89
Ambos sexos	Total Nacional	De 20 a 24 años	2010T4	39,37
Ambos sexos	Total Nacional	De 20 a 24 años	2010T3	42,77
Ambos sexos	Total Nacional	De 20 a 24 años	2010T2	40,59
Ambos sexos	Total Nacional	De 20 a 24 años	2010T1	40,52
Ambos sexos	Total Nacional	De 20 a 24 años	2009T4	42,59
Ambos sexos	Total Nacional	De 20 a 24 años	2009T3	44,56
Ambos sexos	Total Nacional	De 20 a 24 años	2009T2	44,16
Ambos sexos	Total Nacional	De 20 a 24 años	2009T1	46,15
Ambos sexos	Total Nacional	De 20 a 24 años	2008T4	51,58
Ambos sexos	Total Nacional	De 20 a 24 años	2008T3	56,61
Ambos sexos	Total Nacional	De 20 a 24 años	2008T2	54,98
Ambos sexos	Total Nacional	De 20 a 24 años	2008T1	54,39
Ambos sexos	Total Nacional	De 20 a 24 años	2007T4	56,83
Ambos sexos	Total Nacional	De 20 a 24 años	2007T3	59,43
Ambos sexos	Total Nacional	De 20 a 24 años	2007T2	56,97
Ambos sexos	Total Nacional	De 20 a 24 años	2007T1	56,29
Ambos sexos	Total Nacional	De 20 a 24 años	2006T4	58,08
Ambos sexos	Total Nacional	De 20 a 24 años	2006T3	59,22
Ambos sexos	Total Nacional	De 20 a 24 años	2006T2	57,99
Ambos sexos	Total Nacional	De 20 a 24 años	2006T1	56,50
Ambos sexos	Total Nacional	De 20 a 24 años	2005T4	56,44
Ambos sexos	Total Nacional	De 20 a 24 años	2005T3	58,44
Ambos sexos	Total Nacional	De 20 a 24 años	2005T2	55,29
Ambos sexos	Total Nacional	De 20 a 24 años	2005T1	53,36
Ambos sexos	Total Nacional	De 20 a 24 años	2004T4	51,69
Ambos sexos	Total Nacional	De 20 a 24 años	2004T3	53,08
Ambos sexos	Total Nacional	De 20 a 24 años	2004T2	51,41
Ambos sexos	Total Nacional	De 20 a 24 años	2004T1	50,70
Ambos sexos	Total Nacional	De 20 a 24 años	2003T4	50,44
Ambos sexos	Total Nacional	De 20 a 24 años	2003T3	52,34
Ambos sexos	Total Nacional	De 20 a 24 años	2003T2	50,63
Ambos sexos	Total Nacional	De 20 a 24 años	2003T1	49,22
Ambos sexos	Total Nacional	De 20 a 24 años	2002T4	49,11
Ambos sexos	Total Nacional	De 20 a 24 años	2002T3	50,75
Ambos sexos	Total Nacional	De 20 a 24 años	2002T2	49,67
Ambos sexos	Total Nacional	De 20 a 24 años	2002T1	48,60
Ambos sexos	Total Nacional	De 25 a 54 años	2021T4	76,99
Ambos sexos	Total Nacional	De 25 a 54 años	2021T3	76,02
Ambos sexos	Total Nacional	De 25 a 54 años	2021T2	75,13
Ambos sexos	Total Nacional	De 25 a 54 años	2021T1	73,37
Ambos sexos	Total Nacional	De 25 a 54 años	2020T4	73,81
Ambos sexos	Total Nacional	De 25 a 54 años	2020T3	72,80
Ambos sexos	Total Nacional	De 25 a 54 años	2020T2	70,98
Ambos sexos	Total Nacional	De 25 a 54 años	2020T1	74,80
Ambos sexos	Total Nacional	De 25 a 54 años	2019T4	76,20
Ambos sexos	Total Nacional	De 25 a 54 años	2019T3	75,73
Ambos sexos	Total Nacional	De 25 a 54 años	2019T2	75,98
Ambos sexos	Total Nacional	De 25 a 54 años	2019T1	75,10
Ambos sexos	Total Nacional	De 25 a 54 años	2018T4	75,41
Ambos sexos	Total Nacional	De 25 a 54 años	2018T3	75,05
Ambos sexos	Total Nacional	De 25 a 54 años	2018T2	74,88
Ambos sexos	Total Nacional	De 25 a 54 años	2018T1	73,34
Ambos sexos	Total Nacional	De 25 a 54 años	2017T4	73,83
Ambos sexos	Total Nacional	De 25 a 54 años	2017T3	73,66
Ambos sexos	Total Nacional	De 25 a 54 años	2017T2	73,27
Ambos sexos	Total Nacional	De 25 a 54 años	2017T1	71,92
Ambos sexos	Total Nacional	De 25 a 54 años	2016T4	72,36
Ambos sexos	Total Nacional	De 25 a 54 años	2016T3	71,97
Ambos sexos	Total Nacional	De 25 a 54 años	2016T2	71,43
Ambos sexos	Total Nacional	De 25 a 54 años	2016T1	70,22
Ambos sexos	Total Nacional	De 25 a 54 años	2015T4	70,38
Ambos sexos	Total Nacional	De 25 a 54 años	2015T3	69,95
Ambos sexos	Total Nacional	De 25 a 54 años	2015T2	69,45
Ambos sexos	Total Nacional	De 25 a 54 años	2015T1	67,80
Ambos sexos	Total Nacional	De 25 a 54 años	2014T4	68,32
Ambos sexos	Total Nacional	De 25 a 54 años	2014T3	67,93
Ambos sexos	Total Nacional	De 25 a 54 años	2014T2	67,49
Ambos sexos	Total Nacional	De 25 a 54 años	2014T1	65,90
Ambos sexos	Total Nacional	De 25 a 54 años	2013T4	66,25
Ambos sexos	Total Nacional	De 25 a 54 años	2013T3	66,08
Ambos sexos	Total Nacional	De 25 a 54 años	2013T2	65,85
Ambos sexos	Total Nacional	De 25 a 54 años	2013T1	65,18
Ambos sexos	Total Nacional	De 25 a 54 años	2012T4	65,99
Ambos sexos	Total Nacional	De 25 a 54 años	2012T3	66,58
